"V1" "V2" "V3" "V4" "V6"
"1" 0.490760184796304 0.275942838159868 0.334098040304161 0.0710276322034853 -0.716282132030161
"2" 0.264069718605628 -1.37025799466989 0.129654935567014 1.04831652255335 -0.440457484316982
"3" 0.2447501049979 2.48099279259667 0.691303251088025 -0.545189909970307 1.21449040196209
"4" 0.405501889962201 -1.02481987401505 0.577819624455628 0.0458397742047772 0.111191811109375
"5" 0.549454010919782 -1.32335880886507 0.574008553481406 0.383765523138791 0.387016458822554
"6" 0.191831163376732 -1.41045729678831 0.295440837365638 0.198464578618568 -0.440457484316982
"7" 0.330113397732045 -1.67057042814279 0.117012246912529 1.00910515442563 -0.440457484316982
"8" 0.0774884502309953 0.0426292415510065 0.00983874711545072 0.22814540588191 -0.992106779743339
"9" 0.347753044939101 0.953025201291668 0.466565114808154 -0.879167291974795 -0.716282132030161
"10" 0.357202855942881 -0.789535723380773 0.654788876735008 -1.20143572377448 0.387016458822554
"11" 0.437946241075178 3.05915334365275 0.791124547812834 -0.210531775046936 0.938665754248911
"12" 0.159176816463671 -1.55785473788918 0.171243067805712 0.13202309373549 -0.440457484316982
"13" 0.23372532549349 1.11756646241363 0.64703730218744 -0.230273609694571 -0.164632836603803
"14" 0.697606047879042 0.23594059144399 0.566947286129169 -0.0565454647953767 1.76613969738845
"15" 0.154871902561949 0.359494328837366 0.553687635418857 -0.833556846409566 0.662841106535732
"16" 0.443616127677447 -1.31271781712784 0.394370487296478 0.303572829294257 0.387016458822554
"17" 0.263019739605208 0.130713006486953 0.427979818869145 0.273075098528254 -0.716282132030161
"18" 0.229315413691726 1.55384712364 0.434897272222355 0.513108577726751 -0.440457484316982
"19" 0.0405291894162116 -0.384783926561007 0.456900814073523 -1.27972230944614 -0.716282132030161
"20" 0.00398992020159599 0.934896104257872 0.392702244907762 1.11026503817179 -0.992106779743339
"21" 0.386182276354473 -0.614353470521585 0.457533595669243 -0.115090215819399 0.111191811109375
"22" 0.601427971440571 -0.4086276302685 0.451824179907861 0.377502596285058 0.938665754248911
"23" 0.103632927341453 -0.538684195945737 0.578337354852126 -0.431231871349126 -0.440457484316982
"24" 0.486770264594708 -0.00683166448685293 0.250340767270695 -0.137827363310125 -0.440457484316982
"25" 0.397732045359093 0.0562260643263532 0.31435237823772 1.85419182792822 0.387016458822554
"26" 0.409386812263755 1.35166828063265 0.541046384904362 0.183351863819343 -0.716282132030161
"27" 0.0191096178076439 -0.584401049335312 0.533999498952027 -1.3697178453226 -0.992106779743339
"28" 0.210520789584208 -0.29078849954882 0.177168204565634 0.668320243232299 -0.440457484316982
"29" 0.168521629567409 1.61158435658459 0.485649232479069 -0.0133857297381305 1.21449040196209
"30" 0.554808903821923 1.27442256283648 0.644060352407576 0.0997554053803896 -0.164632836603803
"31" 0.55197396052079 -0.963535643824713 0.33467329630027 -1.34371308382123 -0.440457484316982
"32" 0.704640907181856 2.33182185287293 1 -0.908439667486805 2.86943828824116
"33" 0.311948761024779 0.597537255107219 0.304774365902506 -0.540288488954342 -0.716282132030161
"34" 0.218080638387232 -0.782244673486746 0.153999769322346 -0.0918084659935676 -0.992106779743339
"35" 0.480680386392272 1.15362760107868 0.532417544962728 -0.099432898685068 -0.440457484316982
"36" 0.308903821923562 -1.00038500409993 0.0473358025238206 1.21823245110679 -0.164632836603803
"37" 0.587043259134817 -0.4458711013488 0.0490831426120016 0.898142428647536 -0.992106779743339
"38" 0.42597648047039 -0.0763922215839211 0.170365802411646 1.63240252695581 0.111191811109375
"39" 0.274989500209996 0.00972098932661429 0.267238912156396 -0.191470693318184 -0.164632836603803
"40" 0.227320453590928 1.33156862957345 0.329812383133149 0.0143889893523355 -0.440457484316982
"41" 0.121902561948761 -1.43942444096188 0.35758286634531 -0.343414744813091 -0.440457484316982
"42" 0.866442671146577 1.21175894482835 0.596170290731504 -1.65413641483233 1.76613969738845
"43" 0.0881982360352793 1.61966362808878 0.525456947409809 -0.433137979522001 -0.164632836603803
"44" 0.615917681646367 -0.668543706220433 0.127589766540983 0.521141462169581 -0.716282132030161
"45" 0.611507769844603 -0.318770366709681 0.501066093174789 0.223652436617276 -0.440457484316982
"46" 0.227530449391012 1.21274422184106 0.469844073985975 0.901546193241957 -0.164632836603803
